Original_Accuracy,Improved_Accuracy,Improvement,Original_Training_Time,Improved_Training_Time,Original_Total_Rules,Improved_Total_Rules
0.2874015748031496,0.2204724409448819,-0.06692913385826771,0.34006285667419434,0.2175602912902832,4,4
